GeneID	Symbol	description
100755652	LOC100755652	transmembrane protein 258 pseudogene
100755653	LOC100755653	chromosome unknown open reading frame, human CXorf36
100755654	LOC100755654	olfactory receptor 2B2-like
100755655	LOC100755655	zinc finger protein 208
100755656	Cfap45	cilia and flagella associated protein 45
100755657	LOC100755657	serine/threonine-protein kinase WNK1
100755658	Adarb1	adenosine deaminase, RNA specific B1
100755659	Xpot	exportin for tRNA
100755660	Nov	nephroblastoma overexpressed
100755661	LOC100755661	pyruvate kinase PKM pseudogene
100755662	Mrpl14	mitochondrial ribosomal protein L14
100755663	Fsd1	fibronectin type III and SPRY domain containing 1
100755664	Guca2a	guanylate cyclase activator 2A
100755665	Dhps	deoxyhypusine synthase
100755666	Ubxn2b	UBX domain protein 2B
100755667	Klf7	Kruppel like factor 7
100755668	Grik3	glutamate ionotropic receptor kainate type subunit 3
100755669	Foxs1	forkhead box S1
100755670	Efna2	ephrin A2
100755671	Zc2hc1c	zinc finger C2HC-type containing 1C
100755672	Kcns3	potassium voltage-gated channel modifier subfamily S member 3
100755674	Ccdc167	coiled-coil domain containing 167
100755675	LOC100755675	U3 small nucleolar RNA-interacting protein 2 pseudogene
100755676	Serinc3	serine incorporator 3
100755677	LOC100755677	zinc finger protein 878
100755678	Srsf10	serine and arginine rich splicing factor 10
100755679	Lmo7	LIM domain 7
100755680	Ankrd7	ankyrin repeat domain 7
100755681	Gria4	glutamate ionotropic receptor AMPA type subunit 4
100755682	Scn11a	sodium voltage-gated channel alpha subunit 11
100755683	Cep295	centrosomal protein 295
100755684	Enpp7	ectonucleotide pyrophosphatase/phosphodiesterase 7
100755685	Rhbdf2	rhomboid 5 homolog 2
100755686	Cplx4	complexin 4
100755687	LOC100755687	late cornified envelope protein 1C-like
100755688	Spry3	sprouty RTK signaling antagonist 3
100755689	LOC100755689	ubiquitin carboxyl-terminal hydrolase 12 pseudogene
100755690	Slc52a2	solute carrier family 52 member 2
100755691	Olfm4	olfactomedin 4
100755692	Qpct	glutaminyl-peptide cyclotransferase
100755694	LOC100755694	glyceraldehyde-3-phosphate dehydrogenase pseudogene
100755695	Rnase4	ribonuclease A family member 4
100755696	Nadk	NAD kinase
100755697	Tgs1	trimethylguanosine synthase 1
100755698	LOC100755698	vomeronasal type-1 receptor 4-like
100755699	LOC100755699	uncharacterized LOC100755699
100755700	Zmynd19	zinc finger MYND-type containing 19
100755701	Sap25	Sin3A associated protein 25
100755702	Lrrn3	leucine rich repeat neuronal 3
100755703	Vkorc1	vitamin K epoxide reductase complex subunit 1
100755704	LOC100755704	thioredoxin-like protein 4A
100755706	LOC100755706	olfactory receptor 5B3-like
100755707	Tspan5	tetraspanin 5
100755708	LOC100755708	olfactory receptor 2D2
100755709	LOC100755709	gastrula zinc finger protein XlCGF57.1-like
100755710	Irs1	insulin receptor substrate 1
100755711	Jph3	junctophilin 3
100755712	LOC100755712	7,8-dihydro-8-oxoguanine triphosphatase pseudogene
100755713	Angptl7	angiopoietin like 7
100755714	B3galt5	beta-1,3-galactosyltransferase 5
100755715	Hjurp	Holliday junction recognition protein
100755716	Mrgprd	MAS related GPR family member D
100755717	Clrn3	clarin 3
100755718	LOC100755718	ribosome biogenesis regulatory protein homolog
100755720	Mmp20	matrix metallopeptidase 20
100755723	Olah	oleoyl-ACP hydrolase
100755727	Tada3	transcriptional adaptor 3
100755728	LOC100755728	olfactory receptor 10AD1
100755729	Mrpl12	mitochondrial ribosomal protein L12
100755730	Cenpo	centromere protein O
100755731	Tbc1d1	TBC1 domain family member 1
100755732	Adora3	adenosine A3 receptor
100755733	LOC100755733	ATP synthase F(0) complex subunit C2, mitochondrial-like
100755734	LOC100755734	uncharacterized LOC100755734
100755735	Dntt	DNA nucleotidylexotransferase
100755736	LOC100755736	speckle-type POZ protein
100755737	LOC100755737	olfactory receptor 502
100755738	Adal	adenosine deaminase like
100755739	Spcs2	signal peptidase complex subunit 2
100755740	LOC100755740	leukocyte immunoglobulin-like receptor subfamily B member 3
100755741	LOC100755741	olfactory receptor 2B6
100755742	Polr3gl	RNA polymerase III subunit G like
100755743	Cinp	cyclin dependent kinase 2 interacting protein
100755744	Csf3	colony stimulating factor 3
100755745	Timm17a	translocase of inner mitochondrial membrane 17A
100755747	LOC100755747	mortality factor 4-like protein 2
100755748	LOC100755748	60S ribosomal protein L32 pseudogene
100755750	Dlgap5	DLG associated protein 5
100755751	Gnl3l	G protein nucleolar 3 like
100755752	Snapc5	small nuclear RNA activating complex polypeptide 5
100755753	Atxn1l	ataxin 1 like
100755754	Slc45a3	solute carrier family 45 member 3
100755756	Clk2	CDC like kinase 2
100755757	LOC100755757	microtubule-associated proteins 1A/1B light chain 3B pseudogene
100755758	Tmem191c	transmembrane protein 191C
100755759	LOC100755759	60S ribosomal protein L26-like
100755760	Cntln	centlein
100755761	Unc119b	unc-119 lipid binding chaperone B
100755762	Smg8	SMG8, nonsense mediated mRNA decay factor
100755763	Plekha7	pleckstrin homology domain containing A7
100755764	Tln1	talin 1
100755765	Ippk	inositol-pentakisphosphate 2-kinase
100755766	LOC100755766	olfactory receptor 4C13
100755767	Fosb	FosB proto-oncogene, AP-1 transcription factor subunit
100755768	Asph	aspartate beta-hydroxylase
100755770	LOC100755770	alpha-2-macroglobulin-like
100755771	Pimreg	PICALM interacting mitotic regulator
100755773	Il2	interleukin 2
100755774	Paip2	poly(A) binding protein interacting protein 2
100755775	LOC100755775	HLA class I histocompatibility antigen, B-47 alpha chain-like
100755776	LOC100755776	alpha-enolase pseudogene
100755777	Nsa2	NSA2, ribosome biogenesis homolog
100755778	Sorbs1	sorbin and SH3 domain containing 1
100755779	Ddi1	DNA damage inducible 1 homolog 1
100755780	Twsg1	twisted gastrulation BMP signaling modulator 1
100755781	Cylc1	cylicin 1
100755782	Ankra2	ankyrin repeat family A member 2
100755783	Smco2	single-pass membrane protein with coiled-coil domains 2
100755784	LOC100755784	SEC14-like protein 3
100755785	Fzd10	frizzled class receptor 10
100755786	Sfswap	splicing factor SWAP
100755787	Apbb2	amyloid beta precursor protein binding family B member 2
100755788	LOC100755788	40S ribosomal protein S4, X isoform-like
100755789	Scfd2	sec1 family domain containing 2
100755790	Fermt3	fermitin family member 3
100755791	LOC100755791	chromosome unknown open reading frame, human C2orf74
100755792	Mapkap1	mitogen-activated protein kinase associated protein 1
100755793	Ccdc153	coiled-coil domain containing 153
100755794	LOC100755794	dynein light chain 1, cytoplasmic
100755795	Fanci	Fanconi anemia complementation group I
100755796	LOC100755796	solute carrier family 22 member 5
100755797	Nabp1	nucleic acid binding protein 1
100755799	Wnt7b	Wnt family member 7B
100755800	Ntrk3	neurotrophic receptor tyrosine kinase 3
100755801	Tex9	testis expressed 9
100755802	LOC100755802	hypothetical protein
100755803	LOC100755803	olfactory receptor 6C74
100755804	LOC100755804	60S ribosomal protein L5-like
100755805	LOC100755805	keratin-associated protein 11-1
100755806	LOC100755806	40S ribosomal protein S7 pseudogene
100755807	LOC100755807	60S ribosomal protein L31 pseudogene
100755808	Ttc34	tetratricopeptide repeat domain 34
100755810	LOC100755810	thymidine kinase, cytosolic pseudogene
100755811	Col9a1	collagen type IX alpha 1 chain
100755812	LOC100755812	zinc finger protein 692
100755813	Smim15	small integral membrane protein 15
100755814	LOC100755814	60S ribosomal protein L18 pseudogene
100755815	Slc22a6	solute carrier family 22 member 6
100755816	Pitx2	paired like homeodomain 2
100755817	Exoc2	exocyst complex component 2
100755818	Rbl1	RB transcriptional corepressor like 1
100755819	Mis12	MIS12, kinetochore complex component
100755820	Mpeg1	macrophage expressed 1
100755821	LOC100755821	chromosome unknown open reading frame, human C11orf49
100755822	LOC100755822	GRB2-associated-binding protein 2-like
100755823	LOC100755823	pleckstrin homology domain-containing family G member 5
100755824	Tmem209	transmembrane protein 209
100755825	Tm2d1	TM2 domain containing 1
100755826	LOC100755826	vomeronasal type-2 receptor 116-like
100755827	Crabp1	cellular retinoic acid binding protein 1
100755831	Actn1	actinin alpha 1
100755832	LOC100755832	vomeronasal type-2 receptor 1-like
100755833	LOC100755833	zinc finger protein 420-like
100755834	LOC100755834	WNT1-inducible-signaling pathway protein 1
100755835	LOC100755835	nucleoporin SEH1 pseudogene
100755837	Gal3st2	galactose-3-O-sulfotransferase 2
100755838	Fer	FER tyrosine kinase
100755839	LOC100755839	chromosome unknown open reading frame, human C10orf67
100755841	LOC100755841	neuroligin-1-like
100755842	Slc18a1	solute carrier family 18 member A1
100755843	Rbm6	RNA binding motif protein 6
100755844	LOC100755844	toll-like receptor 12
100755845	Rbp4	retinol binding protein 4
100755846	Edem3	ER degradation enhancing alpha-mannosidase like protein 3
100755847	Vps37d	VPS37D, ESCRT-I subunit
100755848	Fer1l4	fer-1-like 4 (C. elegans)
100755849	Tsc2	TSC complex subunit 2
100755850	Slc17a1	solute carrier family 17 member 1
100755851	LOC100755851	cytochrome P450 1A2
100755852	Egr1	early growth response 1
100755853	Tmem79	transmembrane protein 79
100755854	Sec23a	Sec23 homolog A, coat complex II component
100755855	Gata5	GATA binding protein 5
100755856	Otol1	otolin 1
100755857	LOC100755857	chromosome unknown open reading frame, human C9orf43
100755858	Nudt21	nudix hydrolase 21
100755859	Cabcoco1	ciliary associated calcium binding coiled-coil 1
100755860	Trpc7	transient receptor potential cation channel subfamily C member 7
100755861	Lum	lumican
100755863	LOC100755863	dipeptidase 2-like
100755865	Stat3	signal transducer and activator of transcription 3
100755866	LOC100755866	cell cycle control protein 50C-like
100755867	Esco2	establishment of sister chromatid cohesion N-acetyltransferase 2
100755868	LOC100755868	olfactory receptor 1052
100755869	Shroom4	shroom family member 4
100755870	Vars2	valyl-tRNA synthetase 2, mitochondrial
100755871	LOC100755871	40S ribosomal protein S26-like
100755872	Clp1	cleavage and polyadenylation factor I subunit 1
100755873	LOC100755873	GRB2-associated-binding protein 2 pseudogene
100755874	Rgs20	regulator of G protein signaling 20
100755875	Wdr98	WD repeat domain 98
100755876	Capzb	capping actin protein of muscle Z-line beta subunit
100755877	Svep1	sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1
100755878	Inhbc	inhibin beta C subunit
100755879	Itm2a	integral membrane protein 2A
100755880	LOC100755880	protocadherin gamma-B4
100755881	Knl1	kinetochore scaffold 1
100755882	Arrdc3	arrestin domain containing 3
100755883	Ccdc155	coiled-coil domain containing 155
100755884	Eml3	echinoderm microtubule associated protein like 3
100755885	Tmem145	transmembrane protein 145
100755886	Zmat3	zinc finger matrin-type 3
100755887	Kctd16	potassium channel tetramerization domain containing 16
100755888	Zcchc18	zinc finger CCHC-type containing 18
100755889	Irf7	interferon regulatory factor 7
100755890	Ndufs8	NADH:ubiquinone oxidoreductase core subunit S8
100755891	LOC100755891	acidic leucine-rich nuclear phosphoprotein 32 family member E-like
100755892	Josd2	Josephin domain containing 2
100755893	Triobp	TRIO and F-actin binding protein
100755894	Eef1d	eukaryotic translation elongation factor 1 delta
100755895	Pram1	PML-RARA regulated adaptor molecule 1
100755896	Galr1	galanin receptor 1
100755897	LOC100755897	protein cornichon homolog 1
100755898	Vps13d	vacuolar protein sorting 13 homolog D
100755899	Foxa1	forkhead box A1
100755901	Polr2b	RNA polymerase II subunit B
100755902	LOC100755902	60S ribosomal protein L15 pseudogene
100755903	Coq2	coenzyme Q2, polyprenyltransferase
100755904	Rnd3	Rho family GTPase 3
100755905	Klhl28	kelch like family member 28
100755906	LOC100755906	olfactory receptor 4F15
100755907	Tubal3	tubulin alpha like 3
100755908	Hhipl2	HHIP like 2
100755909	Lmod3	leiomodin 3
100755911	Snx4	sorting nexin 4
100755912	Ing2	inhibitor of growth family member 2
100755913	Tsen54	tRNA splicing endonuclease subunit 54
100755914	Csn2	casein beta
100755915	Pianp	PILR alpha associated neural protein
100755916	LOC100755916	olfactory receptor 51F1
100755917	Pms2	PMS1 homolog 2, mismatch repair system component
100755918	Llgl1	LLGL1, scribble cell polarity complex component
100755919	Fosl2	FOS like 2, AP-1 transcription factor subunit
100755920	Mtus2	microtubule associated scaffold protein 2
100755922	Csk	C-terminal Src kinase
100755924	LOC100755924	olfactory receptor 52L1
100755925	LOC100755925	cytochrome b5 domain-containing protein 1
100755926	LOC100755926	Kv channel-interacting protein 4
100755927	LOC100755927	glutathione S-transferase C-terminal domain-containing protein
100755928	Slc9a3	solute carrier family 9 member A3
100755929	Mertk	MER proto-oncogene, tyrosine kinase
100755931	LOC100755931	actin-related protein 2 pseudogene
100755932	LOC100755932	single-stranded DNA-binding protein, mitochondrial-like
100755933	LOC100755933	regucalcin-like
100755934	Dph5	diphthamide biosynthesis 5
100755935	Chrna1	cholinergic receptor nicotinic alpha 1 subunit
100755936	Kif3a	kinesin family member 3A
100755938	Skap2	src kinase associated phosphoprotein 2
100755939	Pde8b	phosphodiesterase 8B
100755940	LOC100755940	eukaryotic translation initiation factor 3 subunit J-like
100755941	Gramd2a	GRAM domain containing 2A
100755942	LOC100755942	olfactory receptor 14A2-like
100755943	Babam1	BRISC and BRCA1 A complex member 1
100755944	Eps15l1	epidermal growth factor receptor pathway substrate 15 like 1
100755945	LOC100755945	tudor and KH domain-containing protein pseudogene
100755947	Pcgf2	polycomb group ring finger 2
100755948	LOC100755948	60S ribosomal protein L21
100755949	LOC100755949	UBA-like domain-containing protein 1 pseudogene
100755951	LOC100755951	60S ribosomal protein L31
100755952	Fcrl6	Fc receptor like 6
100755954	Srgap1	SLIT-ROBO Rho GTPase activating protein 1
100755955	Enpp2	ectonucleotide pyrophosphatase/phosphodiesterase 2
100755956	Xkr5	XK related 5
100755957	Vegfa	vascular endothelial growth factor A
100755958	Stap2	signal transducing adaptor family member 2
100755959	LOC100755959	prefoldin subunit 3 pseudogene
100755960	LOC100755960	autophagy protein 5 pseudogene
100755961	Cpo	carboxypeptidase O
100755962	Slc26a5	solute carrier family 26 member 5
100755963	Mylk2	myosin light chain kinase 2
100755964	Gamt	guanidinoacetate N-methyltransferase
100755965	Batf	basic leucine zipper ATF-like transcription factor
100755966	Nt5c1b	5'-nucleotidase, cytosolic IB
100755967	Filip1	filamin A interacting protein 1
100755968	Mrpl50	mitochondrial ribosomal protein L50
100755969	Zfand3	zinc finger AN1-type containing 3
100755970	LOC100755970	BRCA1-associated RING domain protein 1 pseudogene
100755971	Pkig	cAMP-dependent protein kinase inhibitor gamma
100755972	LOC100755972	zinc finger protein 124-like
100755975	LOC100755975	cell division cycle 5-like protein pseudogene
100755976	Gorasp1	golgi reassembly stacking protein 1
100755977	LOC100755977	olfactory receptor 1009
100755978	LOC100755978	heat shock protein HSP 90-alpha pseudogene
100755979	Cbx2	chromobox 2
100755980	Prcd	photoreceptor disc component
100755982	Slc25a25	solute carrier family 25 member 25
100755984	LOC100755984	60S ribosomal protein L23-like
100755985	Dgat1	diacylglycerol O-acyltransferase 1
100755986	LOC100755986	actin-related protein 2/3 complex subunit 1A pseudogene
100755987	Ak4	adenylate kinase 4
100755989	Rnase6	ribonuclease A family member k6
100755990	Tmem52	transmembrane protein 52
100755991	Rps20	ribosomal protein S20
100755992	Adm2	adrenomedullin 2
100755993	LOC100755993	vomeronasal type-1 receptor 4-like
100755994	Prr18	proline rich 18
100755995	Gng10	G protein subunit gamma 10
100755996	Fbxo24	F-box protein 24
100755997	LOC100755997	high mobility group protein B1 pseudogene
100755998	Bckdk	branched chain ketoacid dehydrogenase kinase
100755999	Med12	mediator complex subunit 12
100756000	Dcun1d4	defective in cullin neddylation 1 domain containing 4
100756002	LOC100756002	olfactory receptor 5B3-like
100756003	Rap1gds1	Rap1 GTPase-GDP dissociation stimulator 1
100756004	LOC100756004	olfactory receptor 2D3
100756005	LOC100756005	zinc finger protein 260-like
100756006	LOC100756006	collagen alpha-4(IV) chain
